ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,state
4.4461910828367725e-05,7.330386215604804e-05,0.00018215921282420684,0.0002792403198410094,0.0001717957747677369,0.000584568480265311,0.0002736437775488728,7.633564015243241e-06,0.00024213973394915803,0.00023048949362420627,0.00010096741482614725,0.00013560236417327026,0.0001980424123243586,0.00019623078449627508,0.00028400924143500594,0.00031186006325306935,0.0001834653345007738,0.00021470435573799207,0.00017973823889085814,4.533824041909448e-05,-0.05602533458083275
4.239178037812033e-05,7.372221535367276e-05,0.0001849696134830703,0.0002792403198410094,0.0001760538722492885,0.0005878489802127592,0.00027662025172120583,1.4056830153287643e-05,0.00024398664309212775,0.00022918112724039136,0.00011021264040969768,0.00013936680736925704,0.0002012755238988014,0.00019790301440551842,0.00028603682689555586,0.00031656934228052743,0.00018422887825238123,0.00021417175155575855,0.0001790825948939655,4.142116889379571e-05,-0.05656621273236673
4.0444406242279394e-05,7.403755482720841e-05,0.0001875295781388755,0.0002791227725011917,0.00018008868734479047,0.0005901224238181129,0.0002791570133139991,2.0510731820394067e-05,0.0002454105825054888,0.00022740069571533788,0.00011928059702162772,0.00014290468780285196,0.00020400944904684152,0.0001996245109724138,0.00028717087352328024,0.0003207669168783579,0.00018454101450333035,0.0002132896946822295,0.00017799069096760176,3.725504994276875e-05,-0.057108638886604834
3.864240527411737e-05,7.425423879666149e-05,0.00018983048046625979,0.0002783869633573619,0.00018386654930057793,0.0005906789742597256,0.00028125746123698397,2.6952922650350932e-05,0.0002464034724978033,0.00022514706986293353,0.00012809724874670903,0.00014619804017646483,0.00020621529532001377,0.00020141102987567453,0.00028717087352328024,0.0003244323130852936,0.00018454101450333035,0.0002120599688545125,0.00017646484433507095,3.286086955885089e-05,-0.05765261023048546
3.70036261940794e-05,7.434028103401713e-05,0.00019186338936849856,0.000277312467948357,0.00018735326914456963,0.0005906789742597256,0.00028292756661994496,3.3340590683298426e-05,0.00024672675140114,0.00022241952172819966,0.00013659021648685632,0.00014922946708202542,0.00020786698496636728,0.00020327490698372682,0.00028717087352328024,0.00032754781076022455,0.00018454101450333035,0.00021048514773464342,0.00017450945132908087,2.8260674809033586e-05,-0.0581981237086735
3.554081932858176e-05,7.434028103401713e-05,0.0001936192088934105,0.0002759045231569501,0.00019051439816865695,0.0005906789742597256,0.00028417568645015665,3.963077358565254e-05,0.00024672675140114,0.00021921788046885436,0.0001446893170129408,0.00015198232446743303,0.00020894162782880474,0.00020522480539876526,0.00028582003308647903,0.00033009863069195935,0.00018397861120202213,0.0002085685768582665,0.00017213106842109272,2.347746147780019e-05,-0.05874517596489759
3.426139522371248e-05,7.434028103401713e-05,0.00019508882816758356,0.0002741676929113031,0.00019331550378458214,0.0005887208716648071,0.0002850123268114201,4.578068492371918e-05,0.00024672675140114,0.0002155427108715759,0.00015232706827331827,0.0001544408941266216,0.00020894162782880474,0.00020726552482457878,0.00028357999348534516,0.0003320730884476906,0.0001830814756468767,0.00020631434600734905,0.00016933847714658122,1.8535062322304565e-05,-0.05929376328209329
3.316727554346899e-05,7.418548718424298e-05,0.0001962632756384423,0.00027210567798820206,0.000195722463122828,0.000585673000136895,0.0002851846648067432,5.174804965557116e-05,0.000245931281606586,0.0002113955105725511,0.0001594391635617157,0.00015659054127777606,0.00020894162782880474,0.0002093978774756589,0.00028044532200124564,0.0003334627153254441,0.00018184999754613162,0.00020372725265146104,0.00016614273105033267,1.3458037115154148e-05,-0.05984388152217768
3.225483772920925e-05,7.393915042314552e-05,0.00019713387204941486,0.00026972116288293707,0.00019770177434585723,0.000581530956459494,0.0002851846648067432,5.749144626983379e-05,0.0002446781509390458,0.00020677892141396552,0.00016596491774967096,0.00015841785597146466,0.00020852897700906597,0.00021161863341941006,0.0002764170814900453,0.00033408781688304076,0.00018028548773517145,0.00020081275762191182,0.00016255718306267423,8.271565611436962e-06,-0.06039552606635973
3.1514953017864735e-05,7.3600384921837e-05,0.00019769237699975822,0.00026701570801262195,0.0001992208850867423,0.0005762948439751812,0.0002851846648067432,6.29706523198778e-05,0.0002429658610818805,0.00020169694977152858,0.0001718476889702388,0.0001599107777147115,0.00020714119332338618,0.0002139205368118103,0.0002715028859685195,0.00033408781688304076,0.00017839020618635773,0.00019757693461498976,0.000158597492007539,3.0013444673339648e-06,-0.060948691756962936
